sites,Long,Lat
110.5_35.5,110.5,35.5
111.5_35.5,111.5,35.5
112.5_35.5,112.5,35.5
113.5_35.5,113.5,35.5
114.5_35.5,114.5,35.5
115.5_35.5,115.5,35.5
116.5_35.5,116.5,35.5
117.5_35.5,117.5,35.5
118.5_35.5,118.5,35.5
119.5_35.5,119.5,35.5
120.5_35.5,120.5,35.5
126.5_35.5,126.5,35.5
127.5_35.5,127.5,35.5
128.5_35.5,128.5,35.5
129.5_35.5,129.5,35.5
132.5_35.5,132.5,35.5
133.5_35.5,133.5,35.5
134.5_35.5,134.5,35.5
135.5_35.5,135.5,35.5
136.5_35.5,136.5,35.5
137.5_35.5,137.5,35.5
138.5_35.5,138.5,35.5
139.5_35.5,139.5,35.5
140.5_35.5,140.5,35.5
-122.5_36.5,-122.5,36.5
-121.5_36.5,-121.5,36.5
-120.5_36.5,-120.5,36.5
-119.5_36.5,-119.5,36.5
-118.5_36.5,-118.5,36.5
-117.5_36.5,-117.5,36.5
-116.5_36.5,-116.5,36.5
-115.5_36.5,-115.5,36.5
-114.5_36.5,-114.5,36.5
-113.5_36.5,-113.5,36.5
-112.5_36.5,-112.5,36.5
-111.5_36.5,-111.5,36.5
-110.5_36.5,-110.5,36.5
-109.5_36.5,-109.5,36.5
-108.5_36.5,-108.5,36.5
-107.5_36.5,-107.5,36.5
-106.5_36.5,-106.5,36.5
-105.5_36.5,-105.5,36.5
-104.5_36.5,-104.5,36.5
-103.5_36.5,-103.5,36.5
-102.5_36.5,-102.5,36.5
-101.5_36.5,-101.5,36.5
-100.5_36.5,-100.5,36.5
-99.5_36.5,-99.5,36.5
-98.5_36.5,-98.5,36.5
-97.5_36.5,-97.5,36.5
-96.5_36.5,-96.5,36.5
-95.5_36.5,-95.5,36.5
-94.5_36.5,-94.5,36.5
-93.5_36.5,-93.5,36.5
-92.5_36.5,-92.5,36.5
-91.5_36.5,-91.5,36.5
-90.5_36.5,-90.5,36.5
-89.5_36.5,-89.5,36.5
-88.5_36.5,-88.5,36.5
-87.5_36.5,-87.5,36.5
-86.5_36.5,-86.5,36.5
-85.5_36.5,-85.5,36.5
-84.5_36.5,-84.5,36.5
-83.5_36.5,-83.5,36.5
-82.5_36.5,-82.5,36.5
-81.5_36.5,-81.5,36.5
-80.5_36.5,-80.5,36.5
-79.5_36.5,-79.5,36.5
-78.5_36.5,-78.5,36.5
-77.5_36.5,-77.5,36.5
-76.5_36.5,-76.5,36.5
-75.5_36.5,-75.5,36.5
-25.5_36.5,-25.5,36.5
-7.5_36.5,-7.5,36.5
-6.5_36.5,-6.5,36.5
-5.5_36.5,-5.5,36.5
-4.5_36.5,-4.5,36.5
-3.5_36.5,-3.5,36.5
-2.5_36.5,-2.5,36.5
-1.5_36.5,-1.5,36.5
0.5_36.5,0.5,36.5
1.5_36.5,1.5,36.5
2.5_36.5,2.5,36.5
3.5_36.5,3.5,36.5
4.5_36.5,4.5,36.5
5.5_36.5,5.5,36.5
6.5_36.5,6.5,36.5
7.5_36.5,7.5,36.5
8.5_36.5,8.5,36.5
9.5_36.5,9.5,36.5
10.5_36.5,10.5,36.5
11.5_36.5,11.5,36.5
12.5_36.5,12.5,36.5
14.5_36.5,14.5,36.5
15.5_36.5,15.5,36.5
21.5_36.5,21.5,36.5
22.5_36.5,22.5,36.5
23.5_36.5,23.5,36.5
24.5_36.5,24.5,36.5
25.5_36.5,25.5,36.5
26.5_36.5,26.5,36.5
27.5_36.5,27.5,36.5
28.5_36.5,28.5,36.5
29.5_36.5,29.5,36.5
30.5_36.5,30.5,36.5
31.5_36.5,31.5,36.5
32.5_36.5,32.5,36.5
33.5_36.5,33.5,36.5
34.5_36.5,34.5,36.5
35.5_36.5,35.5,36.5
36.5_36.5,36.5,36.5
37.5_36.5,37.5,36.5
38.5_36.5,38.5,36.5
39.5_36.5,39.5,36.5
40.5_36.5,40.5,36.5
41.5_36.5,41.5,36.5
42.5_36.5,42.5,36.5
43.5_36.5,43.5,36.5
44.5_36.5,44.5,36.5
45.5_36.5,45.5,36.5
46.5_36.5,46.5,36.5
47.5_36.5,47.5,36.5
48.5_36.5,48.5,36.5
49.5_36.5,49.5,36.5
50.5_36.5,50.5,36.5
51.5_36.5,51.5,36.5
52.5_36.5,52.5,36.5
53.5_36.5,53.5,36.5
54.5_36.5,54.5,36.5
55.5_36.5,55.5,36.5
56.5_36.5,56.5,36.5
57.5_36.5,57.5,36.5
58.5_36.5,58.5,36.5
59.5_36.5,59.5,36.5
60.5_36.5,60.5,36.5
61.5_36.5,61.5,36.5
62.5_36.5,62.5,36.5
63.5_36.5,63.5,36.5
64.5_36.5,64.5,36.5
65.5_36.5,65.5,36.5
66.5_36.5,66.5,36.5
67.5_36.5,67.5,36.5
68.5_36.5,68.5,36.5
69.5_36.5,69.5,36.5
70.5_36.5,70.5,36.5
71.5_36.5,71.5,36.5
72.5_36.5,72.5,36.5
73.5_36.5,73.5,36.5
74.5_36.5,74.5,36.5
75.5_36.5,75.5,36.5
76.5_36.5,76.5,36.5
77.5_36.5,77.5,36.5
78.5_36.5,78.5,36.5
79.5_36.5,79.5,36.5
80.5_36.5,80.5,36.5
81.5_36.5,81.5,36.5
82.5_36.5,82.5,36.5
83.5_36.5,83.5,36.5
84.5_36.5,84.5,36.5
85.5_36.5,85.5,36.5
86.5_36.5,86.5,36.5
87.5_36.5,87.5,36.5
88.5_36.5,88.5,36.5
89.5_36.5,89.5,36.5
90.5_36.5,90.5,36.5
91.5_36.5,91.5,36.5
92.5_36.5,92.5,36.5
93.5_36.5,93.5,36.5
94.5_36.5,94.5,36.5
95.5_36.5,95.5,36.5
96.5_36.5,96.5,36.5
97.5_36.5,97.5,36.5
98.5_36.5,98.5,36.5
99.5_36.5,99.5,36.5
100.5_36.5,100.5,36.5
101.5_36.5,101.5,36.5
102.5_36.5,102.5,36.5
103.5_36.5,103.5,36.5
104.5_36.5,104.5,36.5
105.5_36.5,105.5,36.5
106.5_36.5,106.5,36.5
107.5_36.5,107.5,36.5
108.5_36.5,108.5,36.5
109.5_36.5,109.5,36.5
110.5_36.5,110.5,36.5
111.5_36.5,111.5,36.5
112.5_36.5,112.5,36.5
113.5_36.5,113.5,36.5
114.5_36.5,114.5,36.5
115.5_36.5,115.5,36.5
116.5_36.5,116.5,36.5
117.5_36.5,117.5,36.5
118.5_36.5,118.5,36.5
119.5_36.5,119.5,36.5
120.5_36.5,120.5,36.5
121.5_36.5,121.5,36.5
122.5_36.5,122.5,36.5
126.5_36.5,126.5,36.5
127.5_36.5,127.5,36.5
128.5_36.5,128.5,36.5
129.5_36.5,129.5,36.5
133.5_36.5,133.5,36.5
136.5_36.5,136.5,36.5
137.5_36.5,137.5,36.5
138.5_36.5,138.5,36.5
139.5_36.5,139.5,36.5
140.5_36.5,140.5,36.5
-122.5_37.5,-122.5,37.5
-121.5_37.5,-121.5,37.5
-120.5_37.5,-120.5,37.5
-119.5_37.5,-119.5,37.5
-118.5_37.5,-118.5,37.5
-117.5_37.5,-117.5,37.5
-116.5_37.5,-116.5,37.5
-115.5_37.5,-115.5,37.5
-114.5_37.5,-114.5,37.5
-113.5_37.5,-113.5,37.5
-112.5_37.5,-112.5,37.5
-111.5_37.5,-111.5,37.5
-110.5_37.5,-110.5,37.5
-109.5_37.5,-109.5,37.5
-108.5_37.5,-108.5,37.5
-107.5_37.5,-107.5,37.5
-106.5_37.5,-106.5,37.5
-105.5_37.5,-105.5,37.5
-104.5_37.5,-104.5,37.5
-103.5_37.5,-103.5,37.5
-102.5_37.5,-102.5,37.5
-101.5_37.5,-101.5,37.5
-100.5_37.5,-100.5,37.5
-99.5_37.5,-99.5,37.5
-98.5_37.5,-98.5,37.5
-97.5_37.5,-97.5,37.5
-96.5_37.5,-96.5,37.5
-95.5_37.5,-95.5,37.5
-94.5_37.5,-94.5,37.5
-93.5_37.5,-93.5,37.5
-92.5_37.5,-92.5,37.5
-91.5_37.5,-91.5,37.5
-90.5_37.5,-90.5,37.5
-89.5_37.5,-89.5,37.5
-88.5_37.5,-88.5,37.5
-87.5_37.5,-87.5,37.5
-86.5_37.5,-86.5,37.5
-85.5_37.5,-85.5,37.5
-84.5_37.5,-84.5,37.5
-83.5_37.5,-83.5,37.5
-82.5_37.5,-82.5,37.5
-81.5_37.5,-81.5,37.5
-80.5_37.5,-80.5,37.5
-79.5_37.5,-79.5,37.5
-78.5_37.5,-78.5,37.5
-77.5_37.5,-77.5,37.5
-76.5_37.5,-76.5,37.5
-75.5_37.5,-75.5,37.5
-25.5_37.5,-25.5,37.5
-8.5_37.5,-8.5,37.5
-7.5_37.5,-7.5,37.5
-6.5_37.5,-6.5,37.5
-5.5_37.5,-5.5,37.5
-4.5_37.5,-4.5,37.5
-3.5_37.5,-3.5,37.5
-2.5_37.5,-2.5,37.5
-1.5_37.5,-1.5,37.5
-0.5_37.5,-0.5,37.5
6.5_37.5,6.5,37.5
7.5_37.5,7.5,37.5
8.5_37.5,8.5,37.5
9.5_37.5,9.5,37.5
10.5_37.5,10.5,37.5
12.5_37.5,12.5,37.5
13.5_37.5,13.5,37.5
14.5_37.5,14.5,37.5
15.5_37.5,15.5,37.5
16.5_37.5,16.5,37.5
20.5_37.5,20.5,37.5
21.5_37.5,21.5,37.5
22.5_37.5,22.5,37.5
23.5_37.5,23.5,37.5
24.5_37.5,24.5,37.5
25.5_37.5,25.5,37.5
26.5_37.5,26.5,37.5
27.5_37.5,27.5,37.5
28.5_37.5,28.5,37.5
29.5_37.5,29.5,37.5
30.5_37.5,30.5,37.5
31.5_37.5,31.5,37.5
32.5_37.5,32.5,37.5
33.5_37.5,33.5,37.5
34.5_37.5,34.5,37.5
35.5_37.5,35.5,37.5
36.5_37.5,36.5,37.5
37.5_37.5,37.5,37.5
38.5_37.5,38.5,37.5
39.5_37.5,39.5,37.5
40.5_37.5,40.5,37.5
41.5_37.5,41.5,37.5
42.5_37.5,42.5,37.5
43.5_37.5,43.5,37.5
44.5_37.5,44.5,37.5
45.5_37.5,45.5,37.5
46.5_37.5,46.5,37.5
47.5_37.5,47.5,37.5
48.5_37.5,48.5,37.5
49.5_37.5,49.5,37.5
50.5_37.5,50.5,37.5
53.5_37.5,53.5,37.5
54.5_37.5,54.5,37.5
55.5_37.5,55.5,37.5
56.5_37.5,56.5,37.5
57.5_37.5,57.5,37.5
58.5_37.5,58.5,37.5
59.5_37.5,59.5,37.5
60.5_37.5,60.5,37.5
61.5_37.5,61.5,37.5
62.5_37.5,62.5,37.5
63.5_37.5,63.5,37.5
64.5_37.5,64.5,37.5
65.5_37.5,65.5,37.5
66.5_37.5,66.5,37.5
67.5_37.5,67.5,37.5
68.5_37.5,68.5,37.5
69.5_37.5,69.5,37.5
70.5_37.5,70.5,37.5
71.5_37.5,71.5,37.5
72.5_37.5,72.5,37.5
73.5_37.5,73.5,37.5
74.5_37.5,74.5,37.5
75.5_37.5,75.5,37.5
76.5_37.5,76.5,37.5
77.5_37.5,77.5,37.5
78.5_37.5,78.5,37.5
79.5_37.5,79.5,37.5
80.5_37.5,80.5,37.5
81.5_37.5,81.5,37.5
82.5_37.5,82.5,37.5
83.5_37.5,83.5,37.5
84.5_37.5,84.5,37.5
85.5_37.5,85.5,37.5
86.5_37.5,86.5,37.5
87.5_37.5,87.5,37.5
88.5_37.5,88.5,37.5
89.5_37.5,89.5,37.5
90.5_37.5,90.5,37.5
91.5_37.5,91.5,37.5
92.5_37.5,92.5,37.5
93.5_37.5,93.5,37.5
94.5_37.5,94.5,37.5
95.5_37.5,95.5,37.5
96.5_37.5,96.5,37.5
97.5_37.5,97.5,37.5
98.5_37.5,98.5,37.5
99.5_37.5,99.5,37.5
100.5_37.5,100.5,37.5
101.5_37.5,101.5,37.5
102.5_37.5,102.5,37.5
103.5_37.5,103.5,37.5
104.5_37.5,104.5,37.5
105.5_37.5,105.5,37.5
106.5_37.5,106.5,37.5
107.5_37.5,107.5,37.5
108.5_37.5,108.5,37.5
109.5_37.5,109.5,37.5
110.5_37.5,110.5,37.5
111.5_37.5,111.5,37.5
112.5_37.5,112.5,37.5
113.5_37.5,113.5,37.5
114.5_37.5,114.5,37.5
115.5_37.5,115.5,37.5
116.5_37.5,116.5,37.5
117.5_37.5,117.5,37.5
118.5_37.5,118.5,37.5
119.5_37.5,119.5,37.5
120.5_37.5,120.5,37.5
121.5_37.5,121.5,37.5
122.5_37.5,122.5,37.5
124.5_37.5,124.5,37.5
125.5_37.5,125.5,37.5
126.5_37.5,126.5,37.5
127.5_37.5,127.5,37.5
128.5_37.5,128.5,37.5
129.5_37.5,129.5,37.5
130.5_37.5,130.5,37.5
136.5_37.5,136.5,37.5
137.5_37.5,137.5,37.5
138.5_37.5,138.5,37.5
139.5_37.5,139.5,37.5
140.5_37.5,140.5,37.5
141.5_37.5,141.5,37.5
-123.5_38.5,-123.5,38.5
-122.5_38.5,-122.5,38.5
-121.5_38.5,-121.5,38.5
-120.5_38.5,-120.5,38.5
-119.5_38.5,-119.5,38.5
-118.5_38.5,-118.5,38.5
-117.5_38.5,-117.5,38.5
-116.5_38.5,-116.5,38.5
-115.5_38.5,-115.5,38.5
-114.5_38.5,-114.5,38.5
-113.5_38.5,-113.5,38.5
-112.5_38.5,-112.5,38.5
-111.5_38.5,-111.5,38.5
-110.5_38.5,-110.5,38.5
-109.5_38.5,-109.5,38.5
-108.5_38.5,-108.5,38.5
-107.5_38.5,-107.5,38.5
-106.5_38.5,-106.5,38.5
-105.5_38.5,-105.5,38.5
-104.5_38.5,-104.5,38.5
-103.5_38.5,-103.5,38.5
-102.5_38.5,-102.5,38.5
-101.5_38.5,-101.5,38.5
-100.5_38.5,-100.5,38.5
-99.5_38.5,-99.5,38.5
-98.5_38.5,-98.5,38.5
-97.5_38.5,-97.5,38.5
-96.5_38.5,-96.5,38.5
-95.5_38.5,-95.5,38.5
-94.5_38.5,-94.5,38.5
-93.5_38.5,-93.5,38.5
-92.5_38.5,-92.5,38.5
-91.5_38.5,-91.5,38.5
-90.5_38.5,-90.5,38.5
-89.5_38.5,-89.5,38.5
-88.5_38.5,-88.5,38.5
-87.5_38.5,-87.5,38.5
-86.5_38.5,-86.5,38.5
-85.5_38.5,-85.5,38.5
-84.5_38.5,-84.5,38.5
-83.5_38.5,-83.5,38.5
-82.5_38.5,-82.5,38.5
-81.5_38.5,-81.5,38.5
-80.5_38.5,-80.5,38.5
-79.5_38.5,-79.5,38.5
-78.5_38.5,-78.5,38.5
-77.5_38.5,-77.5,38.5
-76.5_38.5,-76.5,38.5
-75.5_38.5,-75.5,38.5
-28.5_38.5,-28.5,38.5
-27.5_38.5,-27.5,38.5
-9.5_38.5,-9.5,38.5
-8.5_38.5,-8.5,38.5
-7.5_38.5,-7.5,38.5
-6.5_38.5,-6.5,38.5
-5.5_38.5,-5.5,38.5
-4.5_38.5,-4.5,38.5
-3.5_38.5,-3.5,38.5
-2.5_38.5,-2.5,38.5
-1.5_38.5,-1.5,38.5
-0.5_38.5,-0.5,38.5
0.5_38.5,0.5,38.5
1.5_38.5,1.5,38.5
8.5_38.5,8.5,38.5
12.5_38.5,12.5,38.5
13.5_38.5,13.5,38.5
14.5_38.5,14.5,38.5
15.5_38.5,15.5,38.5
16.5_38.5,16.5,38.5
17.5_38.5,17.5,38.5
20.5_38.5,20.5,38.5
21.5_38.5,21.5,38.5
22.5_38.5,22.5,38.5
23.5_38.5,23.5,38.5
24.5_38.5,24.5,38.5
25.5_38.5,25.5,38.5
26.5_38.5,26.5,38.5
27.5_38.5,27.5,38.5
28.5_38.5,28.5,38.5
29.5_38.5,29.5,38.5
30.5_38.5,30.5,38.5
31.5_38.5,31.5,38.5
32.5_38.5,32.5,38.5
33.5_38.5,33.5,38.5
34.5_38.5,34.5,38.5
35.5_38.5,35.5,38.5
36.5_38.5,36.5,38.5
37.5_38.5,37.5,38.5
38.5_38.5,38.5,38.5
39.5_38.5,39.5,38.5
40.5_38.5,40.5,38.5
41.5_38.5,41.5,38.5
42.5_38.5,42.5,38.5
43.5_38.5,43.5,38.5
44.5_38.5,44.5,38.5
45.5_38.5,45.5,38.5
46.5_38.5,46.5,38.5
47.5_38.5,47.5,38.5
48.5_38.5,48.5,38.5
49.5_38.5,49.5,38.5
53.5_38.5,53.5,38.5
54.5_38.5,54.5,38.5
55.5_38.5,55.5,38.5
56.5_38.5,56.5,38.5
57.5_38.5,57.5,38.5
58.5_38.5,58.5,38.5
59.5_38.5,59.5,38.5
60.5_38.5,60.5,38.5
61.5_38.5,61.5,38.5
62.5_38.5,62.5,38.5
63.5_38.5,63.5,38.5
64.5_38.5,64.5,38.5
65.5_38.5,65.5,38.5
66.5_38.5,66.5,38.5
67.5_38.5,67.5,38.5
68.5_38.5,68.5,38.5
69.5_38.5,69.5,38.5
70.5_38.5,70.5,38.5
71.5_38.5,71.5,38.5
72.5_38.5,72.5,38.5
73.5_38.5,73.5,38.5
74.5_38.5,74.5,38.5
75.5_38.5,75.5,38.5
76.5_38.5,76.5,38.5
77.5_38.5,77.5,38.5
78.5_38.5,78.5,38.5
79.5_38.5,79.5,38.5
80.5_38.5,80.5,38.5
81.5_38.5,81.5,38.5
82.5_38.5,82.5,38.5
83.5_38.5,83.5,38.5
84.5_38.5,84.5,38.5
85.5_38.5,85.5,38.5
86.5_38.5,86.5,38.5
87.5_38.5,87.5,38.5
88.5_38.5,88.5,38.5
89.5_38.5,89.5,38.5
90.5_38.5,90.5,38.5
91.5_38.5,91.5,38.5
92.5_38.5,92.5,38.5
93.5_38.5,93.5,38.5
94.5_38.5,94.5,38.5
95.5_38.5,95.5,38.5
96.5_38.5,96.5,38.5
97.5_38.5,97.5,38.5
98.5_38.5,98.5,38.5
99.5_38.5,99.5,38.5
100.5_38.5,100.5,38.5
101.5_38.5,101.5,38.5
102.5_38.5,102.5,38.5
103.5_38.5,103.5,38.5
104.5_38.5,104.5,38.5
105.5_38.5,105.5,38.5
106.5_38.5,106.5,38.5
107.5_38.5,107.5,38.5
108.5_38.5,108.5,38.5
109.5_38.5,109.5,38.5
110.5_38.5,110.5,38.5
111.5_38.5,111.5,38.5
112.5_38.5,112.5,38.5
113.5_38.5,113.5,38.5
114.5_38.5,114.5,38.5
115.5_38.5,115.5,38.5
116.5_38.5,116.5,38.5
117.5_38.5,117.5,38.5
118.5_38.5,118.5,38.5
121.5_38.5,121.5,38.5
124.5_38.5,124.5,38.5
125.5_38.5,125.5,38.5
126.5_38.5,126.5,38.5
127.5_38.5,127.5,38.5
128.5_38.5,128.5,38.5
138.5_38.5,138.5,38.5
139.5_38.5,139.5,38.5
140.5_38.5,140.5,38.5
141.5_38.5,141.5,38.5
-123.5_39.5,-123.5,39.5
-122.5_39.5,-122.5,39.5
-121.5_39.5,-121.5,39.5
-120.5_39.5,-120.5,39.5
-119.5_39.5,-119.5,39.5
-118.5_39.5,-118.5,39.5
-117.5_39.5,-117.5,39.5
-116.5_39.5,-116.5,39.5
-115.5_39.5,-115.5,39.5
-114.5_39.5,-114.5,39.5
-113.5_39.5,-113.5,39.5
-112.5_39.5,-112.5,39.5
-111.5_39.5,-111.5,39.5
-110.5_39.5,-110.5,39.5
-109.5_39.5,-109.5,39.5
-108.5_39.5,-108.5,39.5
-107.5_39.5,-107.5,39.5
-106.5_39.5,-106.5,39.5
-105.5_39.5,-105.5,39.5
-104.5_39.5,-104.5,39.5
-103.5_39.5,-103.5,39.5
-102.5_39.5,-102.5,39.5
-101.5_39.5,-101.5,39.5
-100.5_39.5,-100.5,39.5
-99.5_39.5,-99.5,39.5
-98.5_39.5,-98.5,39.5
-97.5_39.5,-97.5,39.5
-96.5_39.5,-96.5,39.5
-95.5_39.5,-95.5,39.5
-94.5_39.5,-94.5,39.5
-93.5_39.5,-93.5,39.5
-92.5_39.5,-92.5,39.5
-91.5_39.5,-91.5,39.5
-90.5_39.5,-90.5,39.5
-89.5_39.5,-89.5,39.5
-88.5_39.5,-88.5,39.5
-87.5_39.5,-87.5,39.5
-86.5_39.5,-86.5,39.5
-85.5_39.5,-85.5,39.5
-84.5_39.5,-84.5,39.5
-83.5_39.5,-83.5,39.5
-82.5_39.5,-82.5,39.5
-81.5_39.5,-81.5,39.5
-80.5_39.5,-80.5,39.5
-79.5_39.5,-79.5,39.5
-78.5_39.5,-78.5,39.5
-77.5_39.5,-77.5,39.5
-76.5_39.5,-76.5,39.5
-75.5_39.5,-75.5,39.5
-74.5_39.5,-74.5,39.5
-31.5_39.5,-31.5,39.5
-28.5_39.5,-28.5,39.5
-27.5_39.5,-27.5,39.5
-9.5_39.5,-9.5,39.5
-8.5_39.5,-8.5,39.5
-7.5_39.5,-7.5,39.5
-6.5_39.5,-6.5,39.5
-5.5_39.5,-5.5,39.5
-4.5_39.5,-4.5,39.5
-3.5_39.5,-3.5,39.5
-2.5_39.5,-2.5,39.5
-1.5_39.5,-1.5,39.5
-0.5_39.5,-0.5,39.5
0.5_39.5,0.5,39.5
1.5_39.5,1.5,39.5
2.5_39.5,2.5,39.5
3.5_39.5,3.5,39.5
4.5_39.5,4.5,39.5
8.5_39.5,8.5,39.5
9.5_39.5,9.5,39.5
15.5_39.5,15.5,39.5
16.5_39.5,16.5,39.5
17.5_39.5,17.5,39.5
18.5_39.5,18.5,39.5
19.5_39.5,19.5,39.5
20.5_39.5,20.5,39.5
21.5_39.5,21.5,39.5
22.5_39.5,22.5,39.5
23.5_39.5,23.5,39.5
24.5_39.5,24.5,39.5
25.5_39.5,25.5,39.5
26.5_39.5,26.5,39.5
27.5_39.5,27.5,39.5
28.5_39.5,28.5,39.5
29.5_39.5,29.5,39.5
30.5_39.5,30.5,39.5
31.5_39.5,31.5,39.5
32.5_39.5,32.5,39.5
33.5_39.5,33.5,39.5
34.5_39.5,34.5,39.5
35.5_39.5,35.5,39.5
36.5_39.5,36.5,39.5
37.5_39.5,37.5,39.5
38.5_39.5,38.5,39.5
39.5_39.5,39.5,39.5
40.5_39.5,40.5,39.5
41.5_39.5,41.5,39.5
42.5_39.5,42.5,39.5
43.5_39.5,43.5,39.5
44.5_39.5,44.5,39.5
45.5_39.5,45.5,39.5
46.5_39.5,46.5,39.5
47.5_39.5,47.5,39.5
48.5_39.5,48.5,39.5
49.5_39.5,49.5,39.5
52.5_39.5,52.5,39.5
53.5_39.5,53.5,39.5
54.5_39.5,54.5,39.5
55.5_39.5,55.5,39.5
56.5_39.5,56.5,39.5
57.5_39.5,57.5,39.5
58.5_39.5,58.5,39.5
59.5_39.5,59.5,39.5
60.5_39.5,60.5,39.5
61.5_39.5,61.5,39.5
62.5_39.5,62.5,39.5
63.5_39.5,63.5,39.5
64.5_39.5,64.5,39.5
65.5_39.5,65.5,39.5
66.5_39.5,66.5,39.5
67.5_39.5,67.5,39.5
68.5_39.5,68.5,39.5
69.5_39.5,69.5,39.5
70.5_39.5,70.5,39.5
71.5_39.5,71.5,39.5
72.5_39.5,72.5,39.5
73.5_39.5,73.5,39.5
74.5_39.5,74.5,39.5
75.5_39.5,75.5,39.5
76.5_39.5,76.5,39.5
77.5_39.5,77.5,39.5
78.5_39.5,78.5,39.5
79.5_39.5,79.5,39.5
80.5_39.5,80.5,39.5
81.5_39.5,81.5,39.5
82.5_39.5,82.5,39.5
83.5_39.5,83.5,39.5
84.5_39.5,84.5,39.5
85.5_39.5,85.5,39.5
86.5_39.5,86.5,39.5
87.5_39.5,87.5,39.5
88.5_39.5,88.5,39.5
89.5_39.5,89.5,39.5
90.5_39.5,90.5,39.5
91.5_39.5,91.5,39.5
92.5_39.5,92.5,39.5
93.5_39.5,93.5,39.5
94.5_39.5,94.5,39.5
95.5_39.5,95.5,39.5
96.5_39.5,96.5,39.5
97.5_39.5,97.5,39.5
98.5_39.5,98.5,39.5
99.5_39.5,99.5,39.5
100.5_39.5,100.5,39.5
101.5_39.5,101.5,39.5
102.5_39.5,102.5,39.5
103.5_39.5,103.5,39.5
104.5_39.5,104.5,39.5
105.5_39.5,105.5,39.5
106.5_39.5,106.5,39.5
107.5_39.5,107.5,39.5
108.5_39.5,108.5,39.5
109.5_39.5,109.5,39.5
110.5_39.5,110.5,39.5
111.5_39.5,111.5,39.5
112.5_39.5,112.5,39.5
113.5_39.5,113.5,39.5
114.5_39.5,114.5,39.5
115.5_39.5,115.5,39.5
116.5_39.5,116.5,39.5
117.5_39.5,117.5,39.5
118.5_39.5,118.5,39.5
119.5_39.5,119.5,39.5
121.5_39.5,121.5,39.5
122.5_39.5,122.5,39.5
123.5_39.5,123.5,39.5
124.5_39.5,124.5,39.5
125.5_39.5,125.5,39.5
126.5_39.5,126.5,39.5
127.5_39.5,127.5,39.5
139.5_39.5,139.5,39.5
140.5_39.5,140.5,39.5
141.5_39.5,141.5,39.5
142.5_39.5,142.5,39.5
-124.5_40.5,-124.5,40.5
-123.5_40.5,-123.5,40.5
-122.5_40.5,-122.5,40.5
-121.5_40.5,-121.5,40.5
-120.5_40.5,-120.5,40.5
-119.5_40.5,-119.5,40.5
-118.5_40.5,-118.5,40.5
-117.5_40.5,-117.5,40.5
-116.5_40.5,-116.5,40.5
-115.5_40.5,-115.5,40.5
-114.5_40.5,-114.5,40.5
-113.5_40.5,-113.5,40.5
-112.5_40.5,-112.5,40.5
-111.5_40.5,-111.5,40.5
-110.5_40.5,-110.5,40.5
-109.5_40.5,-109.5,40.5
-108.5_40.5,-108.5,40.5
-107.5_40.5,-107.5,40.5
-106.5_40.5,-106.5,40.5
-105.5_40.5,-105.5,40.5
-104.5_40.5,-104.5,40.5
-103.5_40.5,-103.5,40.5
-102.5_40.5,-102.5,40.5
-101.5_40.5,-101.5,40.5
-100.5_40.5,-100.5,40.5
-99.5_40.5,-99.5,40.5
-98.5_40.5,-98.5,40.5
-97.5_40.5,-97.5,40.5
-96.5_40.5,-96.5,40.5
-95.5_40.5,-95.5,40.5
-94.5_40.5,-94.5,40.5
-93.5_40.5,-93.5,40.5
-92.5_40.5,-92.5,40.5
-91.5_40.5,-91.5,40.5
-90.5_40.5,-90.5,40.5
-89.5_40.5,-89.5,40.5
-88.5_40.5,-88.5,40.5
-87.5_40.5,-87.5,40.5
-86.5_40.5,-86.5,40.5
-85.5_40.5,-85.5,40.5
-84.5_40.5,-84.5,40.5
-83.5_40.5,-83.5,40.5
-82.5_40.5,-82.5,40.5
-81.5_40.5,-81.5,40.5
-80.5_40.5,-80.5,40.5
-79.5_40.5,-79.5,40.5
-78.5_40.5,-78.5,40.5
-77.5_40.5,-77.5,40.5
-76.5_40.5,-76.5,40.5
-75.5_40.5,-75.5,40.5
-74.5_40.5,-74.5,40.5
-73.5_40.5,-73.5,40.5
-72.5_40.5,-72.5,40.5
-8.5_40.5,-8.5,40.5
-7.5_40.5,-7.5,40.5
-6.5_40.5,-6.5,40.5
-5.5_40.5,-5.5,40.5
-4.5_40.5,-4.5,40.5
-3.5_40.5,-3.5,40.5
-2.5_40.5,-2.5,40.5
-1.5_40.5,-1.5,40.5
-0.5_40.5,-0.5,40.5
0.5_40.5,0.5,40.5
3.5_40.5,3.5,40.5
4.5_40.5,4.5,40.5
8.5_40.5,8.5,40.5
9.5_40.5,9.5,40.5
12.5_40.5,12.5,40.5
13.5_40.5,13.5,40.5
14.5_40.5,14.5,40.5
15.5_40.5,15.5,40.5
16.5_40.5,16.5,40.5
17.5_40.5,17.5,40.5
18.5_40.5,18.5,40.5
19.5_40.5,19.5,40.5
20.5_40.5,20.5,40.5
21.5_40.5,21.5,40.5
22.5_40.5,22.5,40.5
23.5_40.5,23.5,40.5
24.5_40.5,24.5,40.5
25.5_40.5,25.5,40.5
26.5_40.5,26.5,40.5
27.5_40.5,27.5,40.5
28.5_40.5,28.5,40.5
29.5_40.5,29.5,40.5
30.5_40.5,30.5,40.5
31.5_40.5,31.5,40.5
